id_avis,id_client,id_livre,note,commentaire,dateavis
446,214,305,4,"Très bien écrit, une lecture agréable.",2022-08-07
447,20,940,1,,2016-09-18
448,156,78,5,,2015-12-24
449,230,47,2,"Une belle découverte, l'auteur a beaucoup de talent.",2015-09-14
450,218,650,4,Une œuvre marquante qui laisse une empreinte durable.,2023-11-21
451,324,197,3,,2021-05-15
452,311,588,4,"Excellent livre, je le recommande vivement !",2017-05-08
453,341,132,5,Une œuvre marquante qui laisse une empreinte durable.,2018-06-29
454,341,508,3,Histoire intéressante mais style un peu lourd.,2018-06-05
455,67,107,1,"Excellent livre, je le recommande vivement !",2024-01-10
456,11,302,5,,2015-02-19
457,323,300,2,,2018-10-09
458,188,342,5,Histoire intéressante mais style un peu lourd.,2016-06-29
459,25,739,4,"Décevant, je m'attendais à mieux.",2022-09-05
460,349,131,4,Passionnant du début à la fin.,2019-09-30
461,387,882,5,Une œuvre marquante qui laisse une empreinte durable.,2015-12-15
462,251,387,5,,2020-11-11
463,410,783,4,Très instructif et bien documenté.,2021-03-20
464,255,733,4,"Plutôt moyen, rien d'exceptionnel.",2020-07-04
465,217,488,5,"Très bien écrit, une lecture agréable.",2017-06-10
466,257,492,4,,2023-11-10
467,110,622,4,Très instructif et bien documenté.,2017-07-03
468,315,468,4,"Excellent livre, je le recommande vivement !",2018-02-11
469,260,488,3,"Très bien écrit, une lecture agréable.",2021-08-01
470,130,327,3,Impossible à lâcher ! Un vrai page-turner.,2024-01-25
471,425,87,4,"J'ai adoré les personnages, très bien construits.",2017-07-03
472,144,117,4,"Excellent livre, je le recommande vivement !",2020-08-04
473,493,998,4,Histoire intéressante mais style un peu lourd.,2023-03-01
474,347,42,3,"Très bien écrit, une lecture agréable.",2018-11-25
475,449,497,5,Très instructif et bien documenté.,2017-02-28
476,465,583,2,Une œuvre marquante qui laisse une empreinte durable.,2018-08-25
477,123,678,4,,2019-01-21
478,462,286,5,"Un chef-d'œuvre absolu, à lire absolument.",2021-07-18
479,94,459,2,Histoire intéressante mais style un peu lourd.,2015-05-08
480,483,421,3,"Une belle découverte, l'auteur a beaucoup de talent.",2020-02-12
481,5,144,5,Une œuvre marquante qui laisse une empreinte durable.,2015-11-02
482,394,364,3,Histoire intéressante mais style un peu lourd.,2017-01-31
483,29,704,5,Une œuvre marquante qui laisse une empreinte durable.,2018-11-27
484,369,345,5,Histoire intéressante mais style un peu lourd.,2018-03-02
485,480,778,5,Impossible à lâcher ! Un vrai page-turner.,2022-12-10
486,304,694,4,Impossible à lâcher ! Un vrai page-turner.,2024-10-22
487,270,551,5,"Décevant, je m'attendais à mieux.",2022-03-24
488,367,920,5,"Très bien écrit, une lecture agréable.",2023-07-20
489,474,33,5,"Décevant, je m'attendais à mieux.",2022-08-13
490,342,10,5,,2023-06-24
491,317,318,4,"Très bien écrit, une lecture agréable.",2023-10-10
492,89,303,4,Passionnant du début à la fin.,2022-07-01
493,252,551,4,Histoire intéressante mais style un peu lourd.,2016-01-24
494,483,910,1,Histoire intéressante mais style un peu lourd.,2021-03-10
495,219,419,4,Histoire intéressante mais style un peu lourd.,2018-01-24
496,77,983,4,Histoire intéressante mais style un peu lourd.,2024-03-27
497,485,985,4,Très instructif et bien documenté.,2021-02-25
498,213,482,2,"Très bien écrit, une lecture agréable.",2020-08-18
499,238,478,5,"Décevant, je m'attendais à mieux.",2018-08-29
500,238,796,1,Histoire intéressante mais style un peu lourd.,2017-07-07
501,403,773,1,Histoire intéressante mais style un peu lourd.,2024-06-03
502,193,676,4,Très instructif et bien documenté.,2024-10-23
503,248,674,5,Une œuvre marquante qui laisse une empreinte durable.,2015-09-03
504,387,219,4,,2023-12-13
505,492,234,4,,2020-03-15
506,227,640,4,Très instructif et bien documenté.,2021-06-06
507,74,268,4,Histoire intéressante mais style un peu lourd.,2020-03-28
508,12,290,5,,2022-08-17
509,99,61,2,Histoire intéressante mais style un peu lourd.,2017-09-30
510,70,254,2,Passionnant du début à la fin.,2022-09-24
511,195,836,4,"Très bien écrit, une lecture agréable.",2016-11-11
512,238,377,4,"Plutôt moyen, rien d'exceptionnel.",2015-08-21
513,12,252,3,"Plutôt moyen, rien d'exceptionnel.",2018-01-14
514,432,159,4,Une œuvre marquante qui laisse une empreinte durable.,2020-04-05
515,152,30,5,"J'ai adoré les personnages, très bien construits.",2018-09-16
516,108,390,2,,2022-04-13
517,344,159,3,,2018-10-10
518,133,112,4,,2024-05-17
519,472,923,1,,2019-04-03
520,6,501,2,Une œuvre marquante qui laisse une empreinte durable.,2021-07-16
521,105,55,5,"Décevant, je m'attendais à mieux.",2016-12-24
522,39,692,3,,2024-09-11
523,218,803,5,"Un chef-d'œuvre absolu, à lire absolument.",2023-05-23
524,387,375,5,Une œuvre marquante qui laisse une empreinte durable.,2016-07-11
525,162,794,4,,2019-08-04
526,56,987,4,Très instructif et bien documenté.,2021-05-27
527,367,626,3,"Une belle découverte, l'auteur a beaucoup de talent.",2023-11-19
528,360,88,4,Passionnant du début à la fin.,2018-07-12
529,108,450,5,Passionnant du début à la fin.,2021-01-01
530,498,158,4,,2022-03-11
531,320,378,2,,2024-07-19
532,314,595,5,"Excellent livre, je le recommande vivement !",2017-01-19
533,410,197,2,Passionnant du début à la fin.,2021-08-26
534,118,846,3,,2017-04-24
535,486,686,5,Une œuvre marquante qui laisse une empreinte durable.,2016-12-03
536,261,531,1,,2024-01-14
537,254,324,1,Une œuvre marquante qui laisse une empreinte durable.,2020-09-13
538,46,600,4,"Plutôt moyen, rien d'exceptionnel.",2024-01-24
539,109,370,3,Histoire intéressante mais style un peu lourd.,2016-06-22
540,184,186,3,"Plutôt moyen, rien d'exceptionnel.",2020-06-24
541,248,260,3,Très instructif et bien documenté.,2019-05-19
542,136,814,4,,2019-10-16
543,145,827,2,"Une belle découverte, l'auteur a beaucoup de talent.",2021-05-16
544,273,895,4,,2018-05-04
545,280,445,2,"Plutôt moyen, rien d'exceptionnel.",2019-01-31
546,413,374,5,Très instructif et bien documenté.,2017-07-22
547,403,908,5,Une œuvre marquante qui laisse une empreinte durable.,2024-09-14
548,149,669,5,,2016-02-17
549,72,125,1,"Excellent livre, je le recommande vivement !",2020-03-31
550,81,881,4,Passionnant du début à la fin.,2023-03-14
551,102,618,4,,2019-11-14
552,31,588,5,"Un chef-d'œuvre absolu, à lire absolument.",2016-08-01
553,432,648,5,"Plutôt moyen, rien d'exceptionnel.",2021-04-27
554,74,407,5,"Très bien écrit, une lecture agréable.",2022-12-04
555,245,304,3,"Excellent livre, je le recommande vivement !",2017-06-10
556,68,381,2,"J'ai adoré les personnages, très bien construits.",2022-08-18
557,355,796,4,Une œuvre marquante qui laisse une empreinte durable.,2021-09-13
558,261,957,4,"Décevant, je m'attendais à mieux.",2020-02-27
559,286,587,4,"Un chef-d'œuvre absolu, à lire absolument.",2019-10-17
560,47,806,5,Histoire intéressante mais style un peu lourd.,2021-05-23
561,213,744,3,Histoire intéressante mais style un peu lourd.,2021-10-12
562,358,767,5,Passionnant du début à la fin.,2024-06-13
563,234,751,4,,2020-01-12
564,372,198,5,Histoire intéressante mais style un peu lourd.,2022-08-21
565,373,884,4,,2023-03-07
566,55,542,3,Une œuvre marquante qui laisse une empreinte durable.,2018-02-20
567,462,25,3,"Un chef-d'œuvre absolu, à lire absolument.",2019-06-03
568,442,682,5,"Très bien écrit, une lecture agréable.",2020-03-05
569,210,941,5,Une œuvre marquante qui laisse une empreinte durable.,2018-02-07
570,21,285,5,Une œuvre marquante qui laisse une empreinte durable.,2019-02-10
571,51,83,3,Impossible à lâcher ! Un vrai page-turner.,2015-11-22
572,490,126,5,"Décevant, je m'attendais à mieux.",2022-12-07
573,446,824,2,"Décevant, je m'attendais à mieux.",2015-06-05
574,245,794,4,Passionnant du début à la fin.,2021-08-04
575,183,174,5,"J'ai adoré les personnages, très bien construits.",2016-07-06
576,227,799,5,"Plutôt moyen, rien d'exceptionnel.",2023-11-29
577,140,187,3,"J'ai adoré les personnages, très bien construits.",2017-12-21
578,112,933,5,"Plutôt moyen, rien d'exceptionnel.",2017-03-03
579,375,807,2,"Un chef-d'œuvre absolu, à lire absolument.",2021-10-26
580,215,789,5,,2024-04-01
581,491,353,2,,2019-04-03
582,1,502,4,,2017-11-20
583,100,916,4,"J'ai adoré les personnages, très bien construits.",2020-11-07
584,198,980,5,"Une belle découverte, l'auteur a beaucoup de talent.",2023-11-11
585,475,852,3,"Très bien écrit, une lecture agréable.",2019-01-19
586,463,366,4,,2015-04-18
587,183,186,1,"Un chef-d'œuvre absolu, à lire absolument.",2015-09-26
588,285,465,3,Très instructif et bien documenté.,2019-01-20
589,27,488,4,"Plutôt moyen, rien d'exceptionnel.",2020-01-15
590,436,850,5,,2016-06-17
591,314,488,5,Histoire intéressante mais style un peu lourd.,2015-12-17
592,380,319,4,,2023-08-09
593,82,701,4,Passionnant du début à la fin.,2021-10-20
594,328,850,5,,2016-09-03
595,211,558,5,,2015-08-29
596,242,155,3,Une œuvre marquante qui laisse une empreinte durable.,2020-05-10
597,44,893,3,Impossible à lâcher ! Un vrai page-turner.,2021-07-21
598,433,771,5,"Un chef-d'œuvre absolu, à lire absolument.",2021-09-08
599,330,717,3,"Excellent livre, je le recommande vivement !",2016-06-22
600,121,215,2,Très instructif et bien documenté.,2023-09-29
601,458,639,4,Passionnant du début à la fin.,2016-04-15
602,236,370,4,"Un chef-d'œuvre absolu, à lire absolument.",2016-11-16
603,101,15,5,Impossible à lâcher ! Un vrai page-turner.,2015-08-21
604,407,445,5,Histoire intéressante mais style un peu lourd.,2015-10-02
605,239,345,1,"J'ai adoré les personnages, très bien construits.",2018-02-19
606,63,970,3,,2019-12-23
607,263,641,4,Passionnant du début à la fin.,2020-10-13
608,359,801,4,Impossible à lâcher ! Un vrai page-turner.,2018-10-16
609,487,6,4,"Très bien écrit, une lecture agréable.",2018-05-28
610,172,45,3,"Plutôt moyen, rien d'exceptionnel.",2016-12-21
611,462,255,4,Une œuvre marquante qui laisse une empreinte durable.,2019-05-31
612,66,457,3,Passionnant du début à la fin.,2016-03-03
613,277,934,2,"Décevant, je m'attendais à mieux.",2015-06-11
614,158,813,5,Impossible à lâcher ! Un vrai page-turner.,2018-01-12
615,392,679,3,,2022-09-22
616,133,929,4,,2024-10-31
617,198,268,4,Très instructif et bien documenté.,2024-10-02
618,104,879,4,"Une belle découverte, l'auteur a beaucoup de talent.",2023-10-17
619,450,944,5,"Une belle découverte, l'auteur a beaucoup de talent.",2020-01-14
620,132,992,1,Une œuvre marquante qui laisse une empreinte durable.,2021-04-11
621,345,899,4,"J'ai adoré les personnages, très bien construits.",2024-05-08
622,443,959,4,Passionnant du début à la fin.,2020-12-22
623,162,458,3,,2023-06-05
624,45,56,4,"Une belle découverte, l'auteur a beaucoup de talent.",2020-02-18
625,329,155,5,"Très bien écrit, une lecture agréable.",2020-08-26
626,230,640,3,Impossible à lâcher ! Un vrai page-turner.,2021-11-08
627,458,325,3,"Très bien écrit, une lecture agréable.",2016-10-17
628,143,589,3,"Une belle découverte, l'auteur a beaucoup de talent.",2023-04-22
629,137,365,4,"Décevant, je m'attendais à mieux.",2017-11-25
630,127,959,4,,2019-12-09
631,2,300,1,"Un chef-d'œuvre absolu, à lire absolument.",2019-05-13
632,177,70,5,Passionnant du début à la fin.,2019-06-02
633,403,594,3,"J'ai adoré les personnages, très bien construits.",2021-08-11
634,72,776,2,"Un chef-d'œuvre absolu, à lire absolument.",2022-06-30
635,497,972,5,"Un chef-d'œuvre absolu, à lire absolument.",2018-11-03
636,398,509,2,"Plutôt moyen, rien d'exceptionnel.",2017-01-26
637,38,159,5,,2021-03-13
638,400,350,4,Très instructif et bien documenté.,2018-11-30
639,404,602,2,"J'ai adoré les personnages, très bien construits.",2018-06-03
640,93,349,5,"Excellent livre, je le recommande vivement !",2021-07-05
641,277,804,5,,2024-10-13
642,171,939,4,"Une belle découverte, l'auteur a beaucoup de talent.",2022-04-30
643,311,48,4,"Un chef-d'œuvre absolu, à lire absolument.",2018-01-05
644,38,841,5,Une œuvre marquante qui laisse une empreinte durable.,2019-07-20
645,174,670,3,Passionnant du début à la fin.,2019-11-12
646,375,959,4,Une œuvre marquante qui laisse une empreinte durable.,2021-10-02
647,440,455,5,"Excellent livre, je le recommande vivement !",2023-04-05
648,256,821,1,,2020-08-04
649,140,962,4,"Un chef-d'œuvre absolu, à lire absolument.",2017-10-10
650,447,456,1,,2018-02-11
651,376,606,2,"Plutôt moyen, rien d'exceptionnel.",2018-06-19
652,457,973,3,"Plutôt moyen, rien d'exceptionnel.",2015-12-04
653,339,746,4,"Une belle découverte, l'auteur a beaucoup de talent.",2017-09-03
654,258,933,5,"Très bien écrit, une lecture agréable.",2019-01-05
655,457,490,5,"Excellent livre, je le recommande vivement !",2023-04-16
656,167,262,5,"Une belle découverte, l'auteur a beaucoup de talent.",2019-10-24
657,63,537,2,"J'ai adoré les personnages, très bien construits.",2020-08-07
658,158,69,3,Passionnant du début à la fin.,2024-11-23
659,120,643,2,,2023-03-26
660,310,516,4,,2017-04-28
661,363,265,4,,2022-02-05
662,83,140,3,Très instructif et bien documenté.,2024-05-11
663,411,537,5,"Décevant, je m'attendais à mieux.",2016-05-17
664,161,577,5,,2022-11-01
665,421,126,3,Une œuvre marquante qui laisse une empreinte durable.,2022-10-21
666,4,297,5,Histoire intéressante mais style un peu lourd.,2023-10-03
667,180,430,4,"Très bien écrit, une lecture agréable.",2019-01-28
668,425,848,4,,2020-03-18
669,333,713,4,,2018-07-16
670,214,562,4,"Très bien écrit, une lecture agréable.",2016-02-09
671,206,703,5,"Plutôt moyen, rien d'exceptionnel.",2022-04-28
672,206,504,5,"Plutôt moyen, rien d'exceptionnel.",2023-06-07
673,418,410,5,"J'ai adoré les personnages, très bien construits.",2019-11-09
674,198,411,5,"Une belle découverte, l'auteur a beaucoup de talent.",2015-07-11
675,288,362,2,"J'ai adoré les personnages, très bien construits.",2018-11-01
676,436,657,2,Passionnant du début à la fin.,2024-11-15
677,165,949,3,"Excellent livre, je le recommande vivement !",2018-03-23
678,294,639,4,"Décevant, je m'attendais à mieux.",2021-08-27
679,286,514,4,,2019-01-16
680,154,759,3,,2019-11-01
681,40,704,4,"Excellent livre, je le recommande vivement !",2019-08-24
682,456,622,3,"Plutôt moyen, rien d'exceptionnel.",2023-10-15
683,348,238,4,Une œuvre marquante qui laisse une empreinte durable.,2018-02-02
684,18,64,4,Histoire intéressante mais style un peu lourd.,2019-08-27
685,441,984,4,"Un chef-d'œuvre absolu, à lire absolument.",2016-10-26
686,410,888,2,"Un chef-d'œuvre absolu, à lire absolument.",2015-12-31
687,279,714,3,"Un chef-d'œuvre absolu, à lire absolument.",2017-09-17
688,421,21,5,,2016-04-03
689,411,890,4,"Une belle découverte, l'auteur a beaucoup de talent.",2018-12-19
690,129,514,4,"Plutôt moyen, rien d'exceptionnel.",2018-08-02
691,191,137,4,Très instructif et bien documenté.,2019-05-28
692,54,352,2,,2021-10-28
693,235,959,3,Impossible à lâcher ! Un vrai page-turner.,2017-05-14
694,163,75,5,Impossible à lâcher ! Un vrai page-turner.,2017-03-29
695,333,514,4,Une œuvre marquante qui laisse une empreinte durable.,2017-09-16
696,169,358,5,Très instructif et bien documenté.,2019-11-05
697,499,898,3,Impossible à lâcher ! Un vrai page-turner.,2022-12-26
698,413,589,4,Impossible à lâcher ! Un vrai page-turner.,2019-11-27
699,341,257,2,"Décevant, je m'attendais à mieux.",2018-09-01
700,484,699,4,,2016-05-17
701,308,630,5,"J'ai adoré les personnages, très bien construits.",2019-11-06
702,67,271,5,Histoire intéressante mais style un peu lourd.,2022-02-09
703,241,432,5,,2017-03-13
704,202,821,5,Histoire intéressante mais style un peu lourd.,2016-07-16
705,221,538,5,"Plutôt moyen, rien d'exceptionnel.",2021-08-13
706,235,196,4,Très instructif et bien documenté.,2024-12-09
707,25,93,5,,2022-05-06
708,477,837,5,Très instructif et bien documenté.,2023-07-06
709,30,696,5,"J'ai adoré les personnages, très bien construits.",2023-04-24
710,347,885,2,,2021-01-20
711,490,677,4,,2016-06-10
712,64,795,5,"Très bien écrit, une lecture agréable.",2021-06-01
713,22,650,3,"Une belle découverte, l'auteur a beaucoup de talent.",2016-12-03
714,424,313,5,"Une belle découverte, l'auteur a beaucoup de talent.",2022-09-21
715,94,155,1,"Une belle découverte, l'auteur a beaucoup de talent.",2019-07-30
716,112,648,5,Une œuvre marquante qui laisse une empreinte durable.,2018-12-16
717,19,535,3,,2016-06-22
718,197,132,3,"Très bien écrit, une lecture agréable.",2018-02-06
719,8,241,2,Passionnant du début à la fin.,2024-08-03
720,305,775,4,Une œuvre marquante qui laisse une empreinte durable.,2018-01-25
721,458,164,2,Impossible à lâcher ! Un vrai page-turner.,2018-05-03
722,98,772,5,,2018-02-20
723,189,15,5,"Un chef-d'œuvre absolu, à lire absolument.",2023-04-09
724,444,253,5,Très instructif et bien documenté.,2022-03-05
725,482,904,4,"Excellent livre, je le recommande vivement !",2016-07-26
726,136,277,1,"Un chef-d'œuvre absolu, à lire absolument.",2015-12-19
727,13,930,4,"Très bien écrit, une lecture agréable.",2022-07-04
728,286,179,3,"J'ai adoré les personnages, très bien construits.",2017-09-16
729,481,951,2,"Plutôt moyen, rien d'exceptionnel.",2022-01-22
730,330,226,4,Histoire intéressante mais style un peu lourd.,2019-12-11
731,204,67,4,"Plutôt moyen, rien d'exceptionnel.",2017-07-11
732,173,329,3,Histoire intéressante mais style un peu lourd.,2020-04-01
733,481,100,3,"Une belle découverte, l'auteur a beaucoup de talent.",2016-03-09
734,174,913,4,Très instructif et bien documenté.,2023-05-10
735,446,131,4,,2022-12-09
736,27,853,2,,2015-08-30
737,479,658,2,"Un chef-d'œuvre absolu, à lire absolument.",2022-02-20
738,128,584,2,,2021-12-09
739,438,759,4,Passionnant du début à la fin.,2020-08-27
740,93,914,3,"Un chef-d'œuvre absolu, à lire absolument.",2017-05-31
741,361,906,5,,2016-06-23
742,309,886,4,,2020-01-17
743,471,115,4,,2019-12-14
744,178,614,3,Passionnant du début à la fin.,2018-07-14
745,237,684,5,"Décevant, je m'attendais à mieux.",2015-12-12
746,405,758,2,"Décevant, je m'attendais à mieux.",2016-12-27
747,18,854,5,Une œuvre marquante qui laisse une empreinte durable.,2023-02-03
748,345,334,4,,2023-01-16
749,142,855,3,"Un chef-d'œuvre absolu, à lire absolument.",2019-05-26
750,137,298,3,"J'ai adoré les personnages, très bien construits.",2023-09-23
751,289,828,5,Histoire intéressante mais style un peu lourd.,2016-08-26
752,81,707,5,"Excellent livre, je le recommande vivement !",2022-01-30
753,29,475,4,,2024-12-21
754,491,453,4,Passionnant du début à la fin.,2016-10-05
755,237,521,1,"Plutôt moyen, rien d'exceptionnel.",2021-02-11
756,164,685,4,,2017-06-13
757,97,554,5,"Excellent livre, je le recommande vivement !",2015-06-28
758,302,45,5,"Un chef-d'œuvre absolu, à lire absolument.",2022-02-10
759,500,144,3,"Une belle découverte, l'auteur a beaucoup de talent.",2022-03-28
760,491,488,5,Histoire intéressante mais style un peu lourd.,2019-07-07
761,190,565,4,Impossible à lâcher ! Un vrai page-turner.,2022-05-19
762,159,988,4,,2018-03-30
763,141,823,4,"Décevant, je m'attendais à mieux.",2022-12-25
764,147,840,4,Une œuvre marquante qui laisse une empreinte durable.,2019-08-20
765,439,885,4,"Très bien écrit, une lecture agréable.",2018-09-30
766,152,767,4,"Très bien écrit, une lecture agréable.",2020-03-21
767,161,507,3,"Très bien écrit, une lecture agréable.",2024-03-02
768,264,376,2,"Plutôt moyen, rien d'exceptionnel.",2019-06-10
769,292,691,4,Très instructif et bien documenté.,2019-01-18
770,468,594,4,"Excellent livre, je le recommande vivement !",2015-06-21
771,403,951,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-11-29
772,113,459,5,,2021-05-21
773,432,405,5,Une œuvre marquante qui laisse une empreinte durable.,2016-07-26
774,46,9,4,,2024-12-13
775,66,334,2,Passionnant du début à la fin.,2020-05-19
776,470,602,4,"Un chef-d'œuvre absolu, à lire absolument.",2020-01-31
777,329,134,3,"Excellent livre, je le recommande vivement !",2018-01-23
778,36,292,2,"Un chef-d'œuvre absolu, à lire absolument.",2015-08-24
779,95,634,5,,2015-11-14
780,113,810,4,,2021-04-10
781,74,125,1,Passionnant du début à la fin.,2022-02-27
782,388,153,3,"Un chef-d'œuvre absolu, à lire absolument.",2021-10-18
783,79,171,4,"Très bien écrit, une lecture agréable.",2023-01-12
784,345,684,5,"Une belle découverte, l'auteur a beaucoup de talent.",2016-06-29
785,286,267,1,Une œuvre marquante qui laisse une empreinte durable.,2022-04-01
786,342,606,5,,2015-08-11
787,472,559,4,Une œuvre marquante qui laisse une empreinte durable.,2022-05-12
788,151,770,4,Très instructif et bien documenté.,2015-04-09
789,26,974,5,Histoire intéressante mais style un peu lourd.,2018-05-27
790,205,442,5,Histoire intéressante mais style un peu lourd.,2022-09-18
791,288,228,4,"Excellent livre, je le recommande vivement !",2022-08-17
792,496,579,4,"Une belle découverte, l'auteur a beaucoup de talent.",2020-09-01
793,82,900,4,"J'ai adoré les personnages, très bien construits.",2015-03-09
794,272,335,3,,2023-10-30
795,325,438,3,"Décevant, je m'attendais à mieux.",2019-03-25
796,195,580,5,,2024-01-20
797,468,797,2,"Décevant, je m'attendais à mieux.",2020-06-21
798,126,648,5,"Une belle découverte, l'auteur a beaucoup de talent.",2021-01-22
799,420,735,4,,2015-08-13
800,373,699,3,,2023-10-04
801,345,697,3,"Une belle découverte, l'auteur a beaucoup de talent.",2019-09-01
802,204,108,1,,2018-05-06
803,307,747,5,,2015-07-17
804,194,891,4,,2024-02-16
805,282,396,5,"J'ai adoré les personnages, très bien construits.",2020-11-07
806,490,483,5,"Décevant, je m'attendais à mieux.",2018-01-18
807,498,257,4,"Excellent livre, je le recommande vivement !",2023-06-16
808,126,697,5,Une œuvre marquante qui laisse une empreinte durable.,2021-12-25
809,185,86,4,"J'ai adoré les personnages, très bien construits.",2018-08-20
810,214,820,2,Histoire intéressante mais style un peu lourd.,2015-07-12
811,436,575,5,Une œuvre marquante qui laisse une empreinte durable.,2017-08-21
812,445,104,4,"Très bien écrit, une lecture agréable.",2019-06-07
813,297,759,3,Très instructif et bien documenté.,2015-10-07
814,412,139,4,"Un chef-d'œuvre absolu, à lire absolument.",2020-07-16
815,495,506,4,Une œuvre marquante qui laisse une empreinte durable.,2021-11-03
816,283,827,1,"Décevant, je m'attendais à mieux.",2016-10-17
817,477,819,1,"Très bien écrit, une lecture agréable.",2020-08-14
818,392,376,3,,2016-09-19
819,124,594,2,,2015-10-27
820,476,200,3,Une œuvre marquante qui laisse une empreinte durable.,2023-07-10
821,352,223,4,"Excellent livre, je le recommande vivement !",2021-08-28
822,284,182,2,"Décevant, je m'attendais à mieux.",2017-09-28
823,63,563,4,"Décevant, je m'attendais à mieux.",2015-05-24
824,427,116,3,"Excellent livre, je le recommande vivement !",2024-07-06
825,486,251,2,"Plutôt moyen, rien d'exceptionnel.",2022-02-16
826,164,409,5,"Excellent livre, je le recommande vivement !",2015-02-01
827,358,6,4,Une œuvre marquante qui laisse une empreinte durable.,2023-06-07
828,384,82,5,Passionnant du début à la fin.,2024-06-14
829,492,905,3,Histoire intéressante mais style un peu lourd.,2024-07-13
830,159,543,3,Impossible à lâcher ! Un vrai page-turner.,2023-09-23
831,247,117,4,,2018-03-12
832,369,505,3,"Très bien écrit, une lecture agréable.",2020-03-20
833,500,642,2,Impossible à lâcher ! Un vrai page-turner.,2020-01-27
834,6,137,4,"Décevant, je m'attendais à mieux.",2015-05-16
835,433,261,2,Une œuvre marquante qui laisse une empreinte durable.,2023-03-21
836,369,533,1,"J'ai adoré les personnages, très bien construits.",2017-04-07
837,145,643,5,"Décevant, je m'attendais à mieux.",2024-05-22
838,105,172,2,"Excellent livre, je le recommande vivement !",2015-04-13
839,192,882,4,"Décevant, je m'attendais à mieux.",2017-12-22
840,358,78,4,,2023-04-03
841,387,359,3,"Décevant, je m'attendais à mieux.",2019-01-18
842,76,672,5,"Très bien écrit, une lecture agréable.",2017-06-21
843,58,102,4,"J'ai adoré les personnages, très bien construits.",2018-04-03
844,85,542,5,"Décevant, je m'attendais à mieux.",2024-12-26
845,198,506,4,,2023-06-30
846,43,411,4,,2024-01-03
847,222,946,4,Impossible à lâcher ! Un vrai page-turner.,2019-08-13
848,378,139,5,,2018-08-03
849,50,342,3,Histoire intéressante mais style un peu lourd.,2023-06-16
850,87,443,4,"Décevant, je m'attendais à mieux.",2016-12-01
851,21,630,4,,2022-09-09
852,414,954,5,"Excellent livre, je le recommande vivement !",2018-03-04
853,485,690,1,"Très bien écrit, une lecture agréable.",2021-10-27
854,268,288,5,,2018-11-04
855,15,459,3,Impossible à lâcher ! Un vrai page-turner.,2017-11-28
856,257,328,3,"Plutôt moyen, rien d'exceptionnel.",2020-01-04
857,32,239,5,"Une belle découverte, l'auteur a beaucoup de talent.",2020-01-26
858,313,504,1,,2022-05-07
859,372,233,5,"Une belle découverte, l'auteur a beaucoup de talent.",2018-01-21
860,338,302,5,Impossible à lâcher ! Un vrai page-turner.,2017-08-09
861,165,336,5,,2020-07-30
862,463,168,4,Très instructif et bien documenté.,2019-12-19
863,125,953,5,Très instructif et bien documenté.,2015-04-16
864,61,868,4,"Décevant, je m'attendais à mieux.",2015-02-14
865,185,111,2,,2024-04-08
866,99,262,1,"Une belle découverte, l'auteur a beaucoup de talent.",2020-12-27
867,16,75,5,Passionnant du début à la fin.,2015-05-01
868,92,311,1,"Très bien écrit, une lecture agréable.",2022-07-25
869,241,654,5,"Plutôt moyen, rien d'exceptionnel.",2023-12-29
870,40,737,2,,2019-05-29
871,140,554,4,"Plutôt moyen, rien d'exceptionnel.",2021-05-10
872,224,935,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-01-27
873,337,92,3,Histoire intéressante mais style un peu lourd.,2024-04-20
874,29,459,5,Histoire intéressante mais style un peu lourd.,2022-02-12
875,153,557,4,Impossible à lâcher ! Un vrai page-turner.,2022-05-17
876,267,124,4,"Très bien écrit, une lecture agréable.",2023-06-12
877,486,865,3,"J'ai adoré les personnages, très bien construits.",2019-07-25
878,256,815,4,"Une belle découverte, l'auteur a beaucoup de talent.",2015-10-19
879,300,882,3,"Une belle découverte, l'auteur a beaucoup de talent.",2023-04-11
880,15,99,4,"Très bien écrit, une lecture agréable.",2020-01-17
881,217,314,3,"Plutôt moyen, rien d'exceptionnel.",2024-10-03
882,486,478,5,,2024-12-01
883,79,682,3,,2022-11-23
884,180,981,3,"Décevant, je m'attendais à mieux.",2019-12-09
885,236,673,2,"J'ai adoré les personnages, très bien construits.",2016-09-01
886,31,633,5,Une œuvre marquante qui laisse une empreinte durable.,2022-09-26
887,94,545,3,"Plutôt moyen, rien d'exceptionnel.",2023-10-16
888,121,370,5,"Plutôt moyen, rien d'exceptionnel.",2016-12-03
889,318,623,5,,2022-01-18
890,372,348,5,Une œuvre marquante qui laisse une empreinte durable.,2015-03-07
891,84,717,5,,2024-02-23
892,314,249,4,"Une belle découverte, l'auteur a beaucoup de talent.",2017-03-11
893,366,621,5,"Une belle découverte, l'auteur a beaucoup de talent.",2018-03-18
894,274,293,3,"Un chef-d'œuvre absolu, à lire absolument.",2021-07-26
895,286,239,3,Une œuvre marquante qui laisse une empreinte durable.,2018-11-21
896,68,728,3,,2023-03-22
897,284,427,4,"Décevant, je m'attendais à mieux.",2020-04-22
898,128,342,5,"Un chef-d'œuvre absolu, à lire absolument.",2024-08-10
899,160,917,1,"Décevant, je m'attendais à mieux.",2015-08-20
900,437,107,4,,2018-01-11
901,400,61,2,"Décevant, je m'attendais à mieux.",2016-01-12
902,192,408,4,"J'ai adoré les personnages, très bien construits.",2018-11-07
